ATCOCode,Easting,Northing,Lon,Lat,CommonName,Identifier,Direction,Street,Landmark,NatGazID,NatGazLocality,StopType,"Stop type, name",Icon colour
1290DOB21074,409376,93164,-1.8685,50.738,Heron Court Road,,E,Alma Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21075,409870,93791,-1.86149,50.74363,Five Ways,,N,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21076,409898,93699,-1.86109,50.7428,Five Ways,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21077,409811,93548,-1.86233,50.74145,Markham Road,,NE,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21078,409729,93406,-1.86349,50.74017,St Albans Road,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21079,409717,93271,-1.86367,50.73896,St. Albans Church,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21080,409698,93225,-1.86394,50.73854,St. Albans Church,,N,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21081,409678,93097,-1.86422,50.73739,Richmond Wood Road,,SW,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21082,409570,92957,-1.86576,50.73614,The Richmond Arms,,SW,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21083,409588,92987,-1.8655,50.73641,The Richmond Arms,,NE,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21084,409459,92869,-1.86733,50.73535,Malmesbury Park Road,,SW,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21085,409424,92855,-1.86783,50.73522,Malmesbury Park Road,,NE,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21086,409295,92739,-1.86966,50.73418,Lowther Road,,SW,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21087,409266,92727,-1.87007,50.73407,Lowther Road,,NE,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21090,409295,93216,-1.86965,50.73847,Heron Court Road,Opp,N,Heron Court Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21091,409312,93430,-1.8694,50.74039,Maxwell Road,,N,Heron Court Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21092,409332,93493,-1.86912,50.74096,Maxwell Road,,S,Heron Court Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21093,409344,93619,-1.86894,50.74209,Markham Road,,N,Abbott Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21094,409360,93672,-1.86872,50.74257,Markham Road,,S,Abbott Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21095,409337,93820,-1.86904,50.7439,Green Road,,E,Green Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21096,409340,93811,-1.869,50.74382,Green Road,Opp,W,Green Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21097,409291,93938,-1.86969,50.74496,Pine Road,,N,Ripon Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21098,409301,93940,-1.86955,50.74498,Pine Road,,S,Ripon Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21099,409337,94172,-1.86903,50.74707,Shirley Road,,W,Castle Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21100,409385,94166,-1.86835,50.74701,Shirley Road,,E,Castle Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21101,409428,94150,-1.86774,50.74687,Southill Road,,W,Gresham Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21102,409621,94129,-1.86501,50.74668,Gresham Road,,E,Gresham Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21103,409650,94156,-1.86459,50.74692,Gresham Road,,S,Charminster Avenue,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21104,409591,94350,-1.86543,50.74866,Charminster Avenue,,N,Charminster Avenue,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21105,409599,94356,-1.86531,50.74872,Charminster Avenue,,S,Charminster Avenue,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21106,409865,94050,-1.86155,50.74596,Charminster Library,opp,N,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21107,409875,94062,-1.86141,50.74607,The Library,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21108,409891,94203,-1.86118,50.74734,St Francis Church,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21109,409889,94290,-1.8612,50.74812,St Francis Church,,N,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21110,409950,94594,-1.86033,50.75085,Uplands Road,,S,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21111,409949,94635,-1.86034,50.75122,Uplands Road,,N,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21112,410109,94933,-1.85807,50.7539,Broadway,,NE,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21113,410128,94935,-1.8578,50.75392,Broadway Tavern,,SW,Charminster Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21114,410186,95061,-1.85697,50.75505,The Electric Club,,NE,Broadway Lane,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21121,410743,95876,-1.84905,50.76237,Throop Church,,SW,Broadway Lane,,E0035394,Throop (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21132,409896,94014,-1.86111,50.74564,Charminster Library,,E,Strouden Avenue,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21133,410123,93958,-1.85789,50.74513,The Crematorium,,E,Ashling Close,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21160,410402,94787,-1.85392,50.75258,Mill Road,,W,Castle Lane West,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21161,410216,94948,-1.85655,50.75403,Broadway Tavern,,SE,Castle Lane West,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21162,410526,94736,-1.85216,50.75212,Mill Road,,E,Castle Lane West,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21163,409936,93767,-1.86055,50.74341,Five Ways Hotel,Opp,SE,Queen's Park Avenue,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21164,410048,93346,-1.85897,50.73963,Howard Road,,S,St Abans Avenue,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21170,410246,93014,-1.85618,50.73664,Bennett Road,,W,Richmond Park Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21171,409992,93021,-1.85978,50.73671,Howard Road,,W,Richmond Park Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21172,409688,93026,-1.86408,50.73676,Charminster,,W,Richmond Park Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21173,409665,93042,-1.86441,50.7369,Charminster,,E,Richmond Park Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21174,410067,93028,-1.85871,50.73677,Howard Road,,E,Richmond Park Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21176,412734,94021,-1.82089,50.74565,Bournemouth Hospital,,NE,Deansleigh Road,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21177,413240,93632,-1.81373,50.74214,Cheriton Avenue,,SE,Castle Lane East,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21178,413259,93609,-1.81346,50.74193,Cheriton Avenue,,NW,Castle Lane East,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21179,413447,93502,-1.8108,50.74096,Iford Roundabout,,SE,Iford Gardens,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21181,413511,93435,-1.80989,50.74036,Iford Roundabout,,NW,Castle Lane East,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21182,412965,93789,-1.81762,50.74355,Castle Lane Tesco,,NW,Castle Lane East,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21183,412622,93997,-1.82247,50.74543,Littledown Centre,,NW,Castle Lane East,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21184,412895,93866,-1.81861,50.74425,Castle Lane Tesco,,SE,Castle Lane East,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21185,413105,93547,-1.81564,50.74137,St Peters School,,S,Holdenhurst Avenue,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21186,413101,93513,-1.8157,50.74107,St Peters School,,N,Holdenhurst Avenue,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21187,412843,93378,-1.81936,50.73986,Warnford Road,,NE,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21188,412827,93350,-1.81959,50.73961,Warnford Road,,SW,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21189,412689,93234,-1.82155,50.73857,Bicknell School,,SW,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21190,412644,93204,-1.82219,50.7383,Bicknell School,,NE,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21191,412463,92946,-1.82476,50.73598,Durrington Road,,S,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21192,412451,92932,-1.82493,50.73586,Durrington Road,,N,Petersfield Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21193,412132,93012,-1.82945,50.73658,Avonbourne School,,NW,Harewood Avenue,Avonbourne School,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21194,412098,93056,-1.82993,50.73698,Avonbourne School,,SE,Harewood Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21195,411830,93143,-1.83373,50.73777,Glencoe Road,,W,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21196,411762,93133,-1.83469,50.73768,Glencoe Road,,E,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21197,411575,93085,-1.83734,50.73725,Bishops Close,,W,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21198,411607,93099,-1.83689,50.73738,Bishops Close,,E,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21199,411319,93030,-1.84097,50.73676,Thistlebarrow Road,,W,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21200,411344,93044,-1.84062,50.73689,Thistlebarrow Road,,E,Littledown Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21203,413558,93385,-1.80923,50.73991,Iford Roundabout,,SW,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21204,413522,93369,-1.80974,50.73976,Iford Roundabout,,NE,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21205,413402,93183,-1.81145,50.73809,Exton Road,,SW,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21206,413232,92982,-1.81386,50.73629,Warnford Road,,SW,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21207,413027,92789,-1.81678,50.73456,Hambledon Road,,SW,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21209,412707,92529,-1.82132,50.73223,St James School,Opp,SW,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21210,412727,92549,-1.82104,50.73241,St James School,,NE,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21217,412008,92135,-1.83124,50.7287,Parkwood Road,,W,Christchurch Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21218,411711,92009,-1.83545,50.72757,Portman Road,,W,Christchurch Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21219,411667,92007,-1.83607,50.72756,Ashley Road,,E,Christchurch Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21220,411832,92076,-1.83373,50.72817,Portman Road,,E,Christchurch Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21223,413091,92851,-1.81587,50.73512,Hambledon Road,,NE,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21224,413312,93087,-1.81273,50.73723,Warnford Road,,NE,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOB21225,413424,93228,-1.81113,50.7385,Exton Road,,NE,Christchurch Road,,E0035376,Iford (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04830,410075,94273,-1.85857,50.74796,Summerbee Schools,,W,East Way,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04832,410001,94285,-1.85962,50.74807,Bournemouth School For Boys,,E,East Way,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04839,411523,92062,-1.83811,50.72805,Boscombe Bus Station,Bay B,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04840,411533,92057,-1.83797,50.72801,Boscombe Bus Station,Bay B,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04841,411506,92058,-1.83835,50.72802,Boscombe Bus Station,Bay E,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04842,411519,92049,-1.83817,50.72794,Boscombe Bus Station,Bay D,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290DOZ04917,408969,95785,-1.87421,50.76158,Redhill Roundabout,,SE,Wimborne Road,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290POZ00751,407673,91406,-1.89267,50.72222,Suffolk Road,,N,Queens Road,,E0035400,Westbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290WDX38480,408869,95799,-1.87562,50.76171,Redhill Roundabout,,E,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290WDX38483,414664,91553,-1.79363,50.72341,St Peters School,,SE,St Catherines Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290WDY38476,408528,95571,-1.88046,50.75966,Redhill Drive,o/s 53,SW,Sandy Way,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290WDY38477,408529,95553,-1.88045,50.7595,Redhill Drive,o/s 52,SW,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290WDY38478,408638,95710,-1.8789,50.76091,Redhill Drive,,SW,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290WDY38479,408870,95789,-1.87561,50.76162,Wimborne Road Roundabout,,W,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
9200BOH1,411850,97550,-1.8333,50.7774,Bournemouth International Airport,,NA,-,,N0064859,Bournemouth International Airport,GAT,"Airport, airport stop",large_yellow
9100BOMO,409700,92000,-1.86394,50.72753,Bournemouth Rail Station,,NA,-,,E0057149,Bournemouth,RLY,Rail,small_green
